median(genes);median(umi);median(score_genetic);-log10(p.val_genetic);-log10(p.val.adj_genetic);median(score_drugs);-log10(p.val_drugs);-log10(p.val.adj_drugs);cluster
1643        ; 4929       ; 0.005863202;0.4570936   ;0           ; 0.003369353;0.4716410   ;0.0000000   ;cluster_0   
3052        ;14812       ; 0.004796803;0.4387035   ;0           ; 0.026842276;0.7557663   ;0.1537063   ;cluster_1   
2889        ;12716       ;-0.002631114;0.3350256   ;0           ; 0.013129998;0.5805834   ;0.0000000   ;cluster_2   
1077        ; 2030       ; 0.009770518;0.5095231   ;0           ;-0.007746516;0.3117126   ;0.0000000   ;cluster_3   
