symbol	globalScore	clinicalPrecedence	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalStage	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
NMB	0.326406793638404	No data	0.5306155519129785	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12597677083840814	No data	No data	No data	1	1	0	0	0	0	No data	0.705350248207391	0	0	No data	No data	0	0.5	-1
SLC30A9	0.32624917372351064	No data	0.5366551176634683	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.44542000000000004	No data	-0.5846662989520133	-0.8678760829210088	0	255	No data	No data	-1	-1
AQP9	0.3247473356972903	No data	0.5341847081495555	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	0.3327082184225041	-0.1665859911120801	0	No data	No data	0	1	0
SNTB1	0.3239429365661314	No data	0.5328615326593201	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.6561349999999997	No data	0.032763375620518564	No data	0	No data	No data	0	0.5	-1
ATP2B2	0.3236383460637068	No data	0.5323605044113333	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.9155250000000003	No data	-0.9619415333701048	-0.36206993243951907	0	No data	No data	-0.5494775000000001	0.5	0
PPP1R16B	0.32341680366963116	No data	0.53199608399548	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.8236350000000001	No data	-0.8127964699393271	No data	0	No data	No data	0	0.5	0
THOC7	0.32314199593709725	No data	0.5315440461424653	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8774500000000003	No data	-0.1749586321014892	0	-1	No data	No data	No data	-1	-1
CADM2	0.3226063025952327	No data	0.5306628712719552	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.8391100000000001	No data	-0.6709321566464423	No data	0	255	No data	0	0.75	0
HLF	0.3208863256053718	No data	0.5278336397268217	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8813549999999999	No data	-0.7638168781025924	No data	0	No data	No data	0	0.5	0
FADS2	0.3207506677709879	No data	0.5183395482266031	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18541889327154443	No data	No data	No data	1	0	0	0	0	0.38063	No data	-0.7777164920022063	-0.8842619598320001	0	No data	No data	-0.06531500000000001	0.5	-1
EDARADD	0.3201804415327524	No data	0.5256086351315096	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.021277577916406734	No data	No data	No data	0	0	0	0	0	0	No data	0.03982349696635401	-0.8609752726030406	0	No data	No data	No data	0.5	0
ERI1	0.3179840475483503	No data	0.5230596127019964	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.16905500000000018	No data	0.701599558742416	-0.5260879888842207	0	No data	No data	0	-1	-1
SEMA6A	0.3172849675169304	No data	0.5219096791336258	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7572800000000001	No data	-0.8573634859349145	No data	0	No data	No data	0	0.5	-1
