symbol	globalScore	clinicalPrecedence	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalStage	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
TBC1D5	0.37558792171266875	No data	0.6178136116614618	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.4859250000000003	No data	-0.17065637065637063	0	0	No data	No data	0	-1	-1
THSD7B	0.37536374790069926	No data	0.6174448627629848	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.2839350000000003	No data	-0.3464975179260894	-0.4157412905486202	No data	255	No data	0	1	0.5
ARHGAP15	0.3743944861586959	No data	0.6158505007964398	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	1	0.3157899999999998	No data	0.28946497517926084	0	0	No data	No data	0	0.75	-1
TNRC6A	0.373445374399047	No data	0.6136813532232056	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.5795099999999997	No data	-0.9190292333149476	-0.6183483158521738	0	No data	No data	0	-1	-1
SOX6	0.3720745187038235	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08207065767756885	No data	No data	No data	0	0	0	0	0	0.8429949999999998	No data	-0.9745173745173745	-0.7175531862738634	0	No data	No data	0	0.5	0
PCDH7	0.3714588649984329	No data	0.6101941655352116	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01654922726831635	No data	No data	No data	1	0	0	0	0	0.8924300000000003	No data	-0.7349145063430778	0	0	No data	No data	0	0.5	0
MED13	0.36994943453938645	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.6826149999999999	No data	-0.9868725868725868	No data	0	No data	No data	0	-1	-1
XRN2	0.36950971314488096	No data	0.6072074893070689	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.8	No data	-0.7793712079426365	No data	-1	No data	No data	0	-1	-1
TMEM161B	0.36862396502703587	No data	0.6044290957743405	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03858671868173762	No data	No data	No data	1	0	0	0	0	0.753595	No data	-0.30137892995035853	-0.2599910535311714	0	No data	No data	0	-1	-1
LRGUK	0.3673072553155052	No data	0.6041925442148118	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.2762272476558192	0	0	No data	No data	0	0.5	0.5
