symbol	globalScore	clinicalPrecedence	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalStage	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
EIF4E	0.41921839860353166	No data	No data	No data	0.3039653988058105	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2547128626387223	No data	No data	No data	0	0	1	1	0	0.9078350000000001	No data	-0.9964699393270822	-0.6285074818796199	-1	No data	No data	-0.10138250000000007	-1	-1
TRRAP	0.41831326714716516	No data	No data	No data	No data	0.6839221473130737	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08342826640264335	No data	No data	No data	0	0	0	0	0	0.913505	No data	-0.9906232763375621	-0.7702919278221432	-1	No data	255	0	-1	-1
SLITRK5	0.41722809144153306	No data	No data	No data	0.6839221473130737	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04772763370249234	No data	No data	No data	0	0	0	0	0	0.8434249999999999	No data	-0.6279095421952565	-0.6585484516297648	0	No data	No data	0	0.5	0.5
GJB2	0.41633170630231653	No data	No data	No data	0.6839221473130737	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	1	1	0	0.64602	No data	0.9913954771097628	-0.8096703855501804	0	No data	No data	-0.4137174999999999	0.75	0
CSMD1	0.4140500054293418	No data	0.33418573270068896	No data	0.5957721816593886	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07929917979800653	No data	No data	No data	0	0	0	0	0	0.6745249999999998	No data	-0.5865416436845008	-0.2684267109140778	0	No data	No data	-0.13440000000000013	0.75	0.5
CDKL5	0.4132940023274865	No data	No data	No data	0.6737899673528801	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12094567560601299	No data	No data	No data	0	0	1	1	0	0.8020850000000003	1	No data	-0.3111926618155375	0	No data	No data	0	0.5	-1
DNMT3A	0.4131755849349844	No data	No data	0.5663957656249883	0.44074982826842524	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1376658369999051	No data	No data	1	0	0	1	1	0	0.7971499999999999	No data	1	-0.8506486852949796	0	No data	255	0	-1	-1
RFX3	0.4122642490141022	No data	No data	0.1899783742536316	0.19453785523571876	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037553236325797865	No data	No data	No data	0	0	0	0	0	0.946595	No data	-0.9489244346387203	-0.8461887724427608	0	No data	No data	-0.09545999999999992	0.5	-1
TRAPPC9	0.4105933526744906	No data	No data	No data	0.6687238773727833	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1334202029984811	No data	No data	No data	0	0	0	0	0	0.5949500000000001	No data	-0.3082184225041368	-0.3558332332807851	0	No data	No data	No data	-1	-1
KIZ	0.4099764896846542	No data	0.6718978106544993	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04964768180494905	No data	No data	No data	0	0	0	0	0	0	No data	0.42437948152233873	0	No data	No data	No data	No data	-1	-1
DMXL2	0.4079720437422976	No data	0.48985206048529967	No data	0.547137717850459	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0667035180712751	No data	No data	No data	0	0	0	0	0	0.638655	No data	-0.8386100386100386	-0.6179378747593517	0	No data	No data	0	-1	0
TBL1XR1	0.4073514198388944	No data	No data	0.2383763655128159	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11417693347541087	No data	No data	No data	0	0	0	0	0	0.9513599999999997	No data	-0.970546056260342	-0.8354562841737114	0	No data	255	-0.6935800000000001	-1	-1
RSRC1	0.40706842066382376	No data	0.48713378203883806	No data	0.547137717850459	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.5958100000000002	No data	0.4691671263099835	No data	0	No data	No data	No data	-1	-1
KMT2C	0.4054325783218304	No data	No data	0.21532704605267075	0.6111138874261904	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08820704910722622	No data	No data	No data	0	0	1	0	0	0.2618600000000001	No data	-0.95565361279647	-0.7349225710974411	0	No data	255	0	-1	-1
