symbol	globalScore	clinicalPrecedence	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalStage	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
CELF4	0.3174198499809476	No data	0.5206117235508612	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.9485599999999998	No data	-0.6351902923331495	-0.8397055997083314	0	255	No data	-0.16666750000000013	0.5	0
KCNG1	0.31724160594611445	No data	0.5152265848313591	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10089962543692878	0.07050539425530093	No data	1	0	0	0	0	0	0.6491250000000001	No data	-0.05968008825151683	-0.6440383331583812	0	No data	No data	0	0.5	0
SCARB2	0.3171765082161063	No data	0.5180508521130966	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07360839412649443	No data	No data	No data	0	0	0	0	0	0.2887050000000002	No data	-0.45990071704357416	-0.9410924650164162	0	No data	No data	0	-1	-1
SMARCC1	0.3170528384392226	No data	0.4934383965515466	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5425782368683718	0.043224121445056655	No data	No data	0	0	0	0	0	0.7828049999999998	No data	-0.8274682846111417	-0.6610501848431463	0	No data	No data	-0.08823500000000006	-1	-1
CAND2	0.316562499445338	No data	0.5174045919841573	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06633364061881139	No data	No data	0	0	0	0	0	0.5267000000000003	No data	-0.26199669056811914	-0.07423728449275302	0	No data	No data	-0.06351250000000004	0.5	0
ANO5	0.3160198885329749	No data	0.519022035963718	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.008943907727730077	No data	No data	1	0	0	0	0	0.014240000000000207	No data	0.12277992277992289	-0.6374453098278889	0	No data	No data	0	0.75	0
TP53INP1	0.31596203995983096	No data	0.5134752144466085	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08689557543827454	0.08611067419504988	No data	No data	0	0	0	0	0	0.35416499999999973	No data	-0.11594043022614453	-0.8439673621637191	0	No data	No data	0	0.5	-1
POLR2D	0.31563764110036774	No data	0.5191999522649847	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	1	No data	0.7306122448979593	No data	-1	No data	No data	No data	0.5	-1
NRF1	0.3148835448908988	No data	0.4996582199960343	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.36602602530476447	No data	No data	No data	0	0	0	0	0	0.5228650000000001	No data	-0.963596249310535	-0.2968332104456023	-1	255	No data	No data	-1	-1
CEP68	0.31480251196625214	No data	0.51782622825331	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.5359073359073359	-0.3596166767399958	0	255	No data	0	-1	-1
GRIK1	0.31473632711268335	No data	0.5090179038028875	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17398910783846427	No data	No data	1	1	0	1	1	1	0.7997900000000001	0	-0.2765581908439051	0	0	No data	No data	-0.3651225	0.75	0.5
DPP4	0.3144443921205078	No data	0.4752413274238807	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8399164175266115	No data	No data	1	1	1	1	1	1	0.22323999999999983	1	-0.11715388858246001	-0.8838034952024245	0	No data	No data	0	0.5	0
TESC	0.31443984519993695	No data	0.5129579164594631	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08543505003341917	No data	No data	No data	0	0	0	0	0	0.8364499999999999	No data	0.2536127964699393	No data	0	No data	No data	0	0.5	0
ITGB3	0.3143159627232309	No data	0.5087843478925382	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16483087602390284	No data	No data	1	1	0	1	1	0	0.5304549999999999	0	-0.4563706563706563	-0.9686728684569718	0	No data	No data	0	0.5	0
GABRA4	0.314192474150379	0.14758195590686116	0.06741513174140977	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4717027387219874	No data	No data	0.01823792392834863	0.04704488677142673	No data	1	1	0	1	1	0	0.52166	No data	-0.8100386100386101	No data	0	255	No data	0	0.75	0.5
FBXO11	0.31387664751059446	No data	0.513855542246628	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03343619386863916	0.03409365500941734	No data	No data	0	0	0	0	0	0.5307450000000002	No data	-0.9473800330943188	-0.8868480052834479	0	No data	255	0	-1	-1
RFX6	0.31274739070041757	No data	0.5144457098227444	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.3696100000000001	No data	-0.44600110314396024	-0.660054523539604	0	No data	No data	0	0.75	0.5
RPH3A	0.31266017021929515	No data	0.48957630833608584	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4531205317626861	0.09314567234997694	No data	No data	0	0	0	0	0	0.3876100000000001	No data	-0.5194704908990624	No data	0	No data	No data	0	1	0
ADH5	0.3124213592450191	No data	0.5025674957589882	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.22683834152411037	No data	No data	1	0	0	1	1	1	0.6122999999999997	No data	0.3782680639823497	-0.7784951801440665	0	No data	No data	-0.084225	-1	-1
ADAMTS8	0.31233008586330213	No data	0.511115884855615	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03706689168770857	0.03555205258228916	No data	No data	0	1	0	0	0	0.0663649999999997	No data	0.1947049089906232	No data	0	No data	No data	0	0.5	0
CNTNAP5	0.3120743344601407	No data	0.5109289821505368	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04819202528400123	No data	No data	No data	0	0	0	0	0	No data	No data	-0.529619415333701	0	0	No data	No data	0	0.75	0.5
SAP30L	0.3120626072796922	No data	0.5133192930933803	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.836065	No data	-0.2551571980143409	No data	0	No data	No data	-0.24863500000000016	-1	-1
NEGR1	0.31175794217114566	No data	0.5080247431219772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07820921434798624	0.039732222807516086	No data	No data	0	0	0	0	0	0.7033900000000003	No data	-0.7626034197462769	-0.7723181045531998	0	No data	No data	0	0.5	0
DIRAS2	0.3115508265061499	No data	0.5117175390849903	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.015198269940290528	No data	No data	No data	1	0	0	0	0	0.9497500000000002	No data	-0.3157198014340872	-0.39195967452801656	0	No data	No data	-0.47236249999999985	1	0.5
SLC6A1	0.31143071826600294	No data	0.4908764018133056	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18734959471860346	No data	0.34480315013537116	1	1	0	1	1	0	0.8998350000000002	0	-0.9792608935466078	-0.3361793625097892	0	255	No data	0	0.75	0
SLMAP	0.31038479317560835	No data	0.5105594162937915	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.61995	No data	-0.6532818532818533	-0.4107646859844341	0	No data	No data	0	-1	-1
NFATC2	0.31010299010112063	No data	0.5029512296959362	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.14289283877008996	No data	No data	No data	0	0	0	0	0	0.446255	No data	-0.8327633756205185	0	0	255	No data	0	-1	0
TLR5	0.3099355213310134	No data	0.5029512296959362	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13738337056202474	No data	No data	0.2	0	0	0	1	0	0	No data	0.8775510204081634	-0.9063307890888783	0	No data	No data	0	-1	0
PHOSPHO1	0.309826059537351	No data	0.5090324110876248	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	1	0	1	1	0	0.6441949999999999	0	0.5231108659680088	-0.24765919909012807	0	No data	No data	0	1	0
ARHGAP15	0.30973148818455287	No data	0.5059976205880129	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0697431720593332	No data	No data	No data	1	0	0	0	1	0.3157899999999998	No data	0.28946497517926084	0	0	No data	No data	0	0.75	-1
TOMM40	0.3096105223526799	No data	0.4684572416485545	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8165711586860972	No data	No data	No data	0	0	0	0	0	0.6537399999999998	No data	-0.7342526199669057	-0.6797107571892865	-1	No data	No data	0	-1	-1
CLXN	0.30949983517648333	No data	0.5091037275828366	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5971550000000001	No data	0.5602868174296747	-0.7688099882735655	0	No data	No data	0	0.75	0
CCRL2	0.30936918026014487	No data	0.48845558058010236	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.408664591727812	No data	No data	No data	1	0	0	1	0	0	No data	0.9684500827357969	0	0	No data	No data	0	-1	0
SLC52A3	0.3091961875013896	No data	0.506704466471681	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	1	0	0	0	0	0	No data	0.07832322118036394	-0.8299684459141767	0	No data	No data	0	0.5	0
ATP6V0A2	0.30900637362609434	No data	0.5072281419066925	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.021277577916406734	No data	No data	No data	1	0	0	0	0	0.5794400000000003	No data	-0.5644787644787645	No data	0	No data	No data	0	-1	-1
TRIM48	0.30870926355536443	No data	0.5047636433085934	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	0	0	0	No data	No data	0.7319360176503034	No data	No data	No data	No data	-0.69866	No data	No data
TYW1	0.30850891924601653	No data	0.507473746120539	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.009564999999999912	No data	-0.5458356315499173	-0.21929867103040152	0	No data	No data	-0.6823775000000001	-1	-1
MB21D2	0.3075461339347438	No data	0.5058900373907703	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9287149999999997	No data	-0.728957528957529	0	0	No data	No data	0	-1	-1
SLC22A23	0.3073347409447128	No data	0.5041744676792687	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	No data	0	0	0	0	0	0.5918349999999997	No data	-0.5321566464423607	No data	0	No data	No data	0	-1	-1
ZMAT4	0.3072176840672006	No data	0.5016306269261468	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0743827074546422	No data	No data	0	0	0	0	0	0.7379899999999999	No data	-0.05791505791505791	0	0	No data	No data	0	0.75	0.5
FRMD5	0.3069405505627506	No data	0.5029512296959362	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	0.019027891696501945	No data	No data	0	0	0	0	0	0.9210549999999997	No data	-0.701930501930502	-0.7093543961025525	0	No data	No data	0	0.5	0.5
GALM	0.3067471565013108	No data	0.5000162991995206	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09118961964174316	No data	No data	No data	0	0	0	0	0	0.2543849999999999	No data	0.6231660231660232	No data	0	No data	No data	No data	0.5	-1
COX7B2	0.30653376683209127	No data	0.5036168395814695	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0	No data	0.8309983452840595	0	0	No data	No data	-0.22839500000000007	1	0.5
KCND3	0.3062695091333552	No data	0.5010010351268577	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0557810280741863	No data	No data	1	1	0	1	1	0	0.9694650000000002	No data	-0.8838389409817982	-0.23763370379005083	0	No data	No data	-0.339695	0.5	0
TACC2	0.3058290474596269	No data	0.5024576297252935	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	1	0	0	0	0	0	No data	-0.48858246001103145	No data	0	No data	No data	0	0.5	0
CUL2	0.3057082495582696	No data	0.5009670734051953	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	0.8657699999999998	No data	-0.8818532818532818	No data	0	No data	No data	0	-1	-1
ARHGAP8	0.30528911985378515	No data	0.5021774206096732	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	No data	0.7676778819635963	0	0	No data	No data	0	0.5	0
MSRB2	0.3051392806444433	No data	0.4934383965515466	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1305362518204953	0.08845818054706757	No data	No data	0	0	0	0	0	0	No data	0.6865968008825152	No data	0	No data	No data	0	-1	-1
WBP1L	0.3048992572278873	No data	0.5000162991995206	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.42148499999999983	No data	-0.31527854384997245	-0.8331735555051756	0	No data	No data	0	-1	-1
TINAGL1	0.3048485098552054	No data	0.4997808409254613	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03343619386863916	No data	No data	No data	0	1	0	0	0	0.4432549999999999	No data	-0.29696635410921124	No data	0	No data	No data	0	0.5	0
CAMK2N1	0.3047005267139587	No data	0.0764713523010056	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4812020112721598	No data	No data	0.04002211084276505	No data	No data	No data	0	0	0	0	0	0.8717950000000002	No data	0.7274131274131275	-0.8443347249053657	0	No data	No data	-0.13461500000000015	1	0
CLNK	0.3044706636427627	No data	0.5000036609270442	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01654922726831635	No data	No data	No data	0	0	0	0	0	0	No data	0.519911748483177	-0.7153328113068691	0	No data	No data	0	0.5	0.5
ANKRD55	0.3044597123598472	No data	0.49944526396700284	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	No data	0	0	0	0	0	0.28339	No data	-0.21665747380033096	No data	0	No data	No data	0	0.5	0.5
FBP1	0.30429951660436005	No data	0.48364120249597536	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.338167918240755	No data	No data	No data	0	0	1	1	1	0.2455599999999997	0	0.3264202978488693	0	0	No data	No data	-0.41568000000000005	0.5	0
MPDZ	0.3041893806780379	No data	0.49740477053381904	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05927325276713306	No data	No data	No data	0	0	0	0	1	0.20290000000000036	No data	0.29751792608935457	-0.808648876273737	0	No data	No data	0	0.5	0
AFF3	0.30417970231266084	No data	0.49640183532698895	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07447152270742358	0.010219569015539732	No data	No data	0	0	0	0	0	0.4086449999999999	No data	-0.8734693877551021	-0.6906033536191075	0	No data	No data	0	-1	0
NECAP2	0.3039526186731715	No data	0.0544072035178587	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.48637717677277925	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.46768	No data	0.529619415333701	0	0	No data	No data	-0.10646500000000003	-1	-1
ARMH3	0.30367702762152304	No data	0.4978538416053336	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03343619386863916	No data	No data	No data	0	0	0	0	0	0.9274299999999996	No data	-0.34109211252068394	No data	0	No data	No data	No data	-1	-1
AKAP10	0.3035922477546052	No data	0.49605376618016755	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0666485735023278	No data	No data	1	0	0	0	0	0.48640499999999987	No data	-0.8130170987313845	-0.8464750703472198	0	No data	No data	No data	-1	-1
PRICKLE1	0.30319369086914766	No data	0.4981226682447552	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.663055	No data	-0.9027027027027027	-0.9536212462524774	0	No data	No data	0	-1	0
KCNJ3	0.30317095136564864	No data	0.4938348491487277	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09307579042140779	0.009205002719726041	No data	1	1	0	1	1	0	0.9500999999999997	No data	-0.9414230557087699	-0.808161059223241	0	No data	No data	0	0.5	0
TREML2	0.30315207788615645	No data	0.46869819097597915	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5992791573834007	No data	No data	No data	1	0	0	0	0	0	No data	0.5744070601213458	No data	0	No data	No data	0	0.5	0.5
EED	0.30312839444281153	No data	0.4945827721448933	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08080838468621464	No data	No data	No data	0	0	1	1	0	1	1	-0.7843353557639272	0	0	No data	No data	No data	-1	-1
AUTS2	0.30253709939545015	No data	0.49765055592516166	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.6664000000000001	No data	-0.9360176503033646	-0.7690601188826984	0	No data	No data	0	-1	-1
PRDM7	0.3020810598523505	No data	0.4930632645195014	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.076742819715167	No data	No data	No data	0	0	0	0	0	0	No data	0.05868725868725866	-0.11398320323334182	0	No data	No data	0	No data	No data
CAMK1D	0.30200259126919354	No data	0.4852659869950305	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2301068729859787	No data	No data	No data	0	0	1	1	1	0.8831150000000001	1	-0.8333149476006618	-0.7363903295619473	0	No data	No data	-0.27922000000000013	0.5	0
APOC1	0.30107479679128835	No data	0.4508019877114397	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8888638293409631	No data	No data	No data	0	1	0	0	0	0	No data	0.6721456150027578	-0.7286066345364003	0	No data	No data	No data	1	-1
PSG2	0.3010455011944746	No data	0.48584108060346315	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18711819085543366	No data	No data	No data	0	1	0	0	0	No data	No data	0.7956977385548814	No data	0	No data	No data	-0.7462675000000001	1	1
GAB2	0.3006100292003306	No data	0.47215377300466765	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4465379755587892	No data	No data	No data	1	0	0	0	0	0.6005899999999997	No data	-0.6222835079977938	0	0	No data	No data	0	0.5	-1
GTF2IRD1	0.30026492570838775	No data	0.49300110654672236	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.3379249999999999	No data	-0.8793160507446222	-0.9598957334576569	0	No data	No data	0	0.5	0
SYNE2	0.30005727969780244	No data	0.22189847918234326	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.43161924332561	No data	No data	0.2914909965781521	No data	No data	No data	0	0	0	0	0	0	No data	-0.6708218422504137	-0.7002339387307379	0	No data	No data	0	0.5	-1
GRK5	0.2998223454809982	No data	0.4597027119334317	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6696455988428338	No data	No data	No data	1	0	1	1	0	0.7627099999999999	No data	-0.5629343629343629	-0.7675737678814106	0	255	No data	-0.21610249999999986	-1	0
MIOS	0.299695423988274	No data	0.48993656166952654	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	0	0	0	0.9085700000000003	No data	-0.531053502482074	No data	0	No data	No data	No data	0.5	-1
DENND1A	0.29945755658302187	No data	0.49258494183795487	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.19159000000000007	No data	-0.5771649200220629	-0.919984405282623	0	No data	No data	0	-1	-1
MUC19	0.2986488195649939	No data	0.48821497686515103	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	1	No data	No data	No data	0	No data	No data	0	No data	No data	No data	0	0.5	1
ZC3H14	0.29864571713996696	No data	0.4563304189611935	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6983821727684618	No data	No data	No data	0	0	0	0	0	0.49048999999999976	No data	-0.7439602868174297	-0.11836215862585653	0	No data	No data	No data	1	-1
ADARB2	0.29765994053357914	No data	0.47395888063479064	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3133823860078666	No data	No data	No data	0	0	0	0	0	0.18132499999999965	No data	-0.463099834528406	-0.21727870166963925	0	No data	No data	0	1	0.5
STAG1	0.2975083097953378	No data	0.48592941595645334	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06898325856231867	No data	No data	No data	0	0	0	0	0	0.9682049999999996	No data	-0.9767236624379482	-0.9161317207743386	0	No data	No data	-0.28656499999999985	-1	-1
G3BP2	0.296760974572282	No data	0.46172773280844015	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5167428666665379	0.026297687176061485	No data	No data	0	0	0	0	0	0.9170099999999998	No data	0.11571980143408722	No data	0	No data	No data	-0.11825749999999999	-1	-1
CREM	0.2964446966434037	No data	0.48595720631965145	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03343619386863916	No data	No data	No data	0	0	0	0	0	0.3478250000000003	No data	-0.6512961941533371	-0.7899573433837936	0	No data	No data	-0.06354500000000005	0.5	-1
MAPKAP1	0.2962479378245087	No data	0.482975758501087	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08659208390842947	No data	No data	No data	0	0	1	1	0	0.8563200000000002	No data	-0.8276889134031991	-0.2968332104456023	0	No data	No data	No data	-1	-1
ULK3	0.29600990510515013	No data	0.04916540790391124	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.47462246497174854	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.7033900000000003	No data	0.334804191947049	-0.2664265273422037	0	No data	No data	0	-1	-1
ARFGEF1	0.29598213643501303	No data	0.48686813959391206	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.86479	No data	-0.9335907335907336	-0.8017331835789523	0	No data	No data	-0.35505749999999986	-1	-1
BZW2	0.295720987362718	No data	0.4849187422058168	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	1	0	0	0	0	0.9522649999999999	No data	-0.5726420297848869	-0.6266422218475678	0	No data	No data	-0.30787499999999995	0.5	-1
MADD	0.29473252032029423	No data	0.4713723906990636	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2688045054672715	No data	No data	No data	1	0	0	0	0	0.7151499999999998	No data	-0.402757859900717	-0.6688148102499083	0	No data	No data	No data	0.5	-1
PPIG	0.29384289628680105	No data	0.46092674709774745	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4484500978299144	No data	No data	No data	0	0	0	1	0	0.6551699999999997	No data	-0.717484831770546	No data	0	No data	No data	0	-1	-1
CYRIB	0.2934764878243916	No data	0.45949153144386295	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4651001289449569	No data	No data	No data	0	0	0	0	0	0.9845700000000001	No data	-0.7911748483177055	-0.8358657874659203	0	No data	No data	-0.4830249999999999	0.5	-1
GRIA4	0.29276542002244077	0.1654922726831635	0.4270859070608391	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4404274452134757	0.026398581663907683	0.24955559241957043	1	0	0	1	1	0	0.9279400000000002	No data	-0.7810259238830668	-0.33945211452023866	0	No data	No data	-0.3015525	0.75	0.5
MIB1	0.2915557850468362	No data	0.4750276466848644	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09118961964174316	No data	No data	No data	0	0	0	0	0	0.9652099999999997	No data	0.9995587424158854	-0.9495086439068517	0	No data	No data	0	-1	-1
NFIA	0.2914630856864296	No data	0.45865677424787893	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3824204060800352	0.0745582367768378	No data	No data	0	0	0	0	0	0.9607050000000001	No data	-0.9696635410921125	-0.8153266503919987	0	255	No data	-0.26817250000000004	-1	-1
SLC38A9	0.2905662560418075	No data	0.4749197736036279	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	0	0	0	0.554365	No data	0.08571428571428563	No data	0	No data	No data	0	0.5	-1
TBL1XR1	0.29032841330867254	No data	0.47300871337372824	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09118961964174316	No data	No data	No data	0	0	0	0	0	0.9513599999999997	No data	-0.970546056260342	-0.8354562841737114	0	No data	255	-0.6935800000000001	-1	-1
CSE1L	0.29027879840579973	No data	0.45291881047228016	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4913554227144594	No data	No data	No data	0	0	0	0	0	0.9536549999999998	No data	-0.9040264754550469	No data	-1	No data	No data	0	-1	-1
LIPC	0.29027154659522275	No data	0.45876776358205	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3741377869641296	No data	No data	No data	0	1	1	1	0	0	No data	0.23452840595697744	-0.25316295460357463	0	255	No data	0	1	0.5
