"Nr3c1"
"Itga4"
"Ppat"
"Dhfr"
"Ptgs2"
"Ptgs1"
"Fkbp1a"
"Jak1"
"Gabra1"
"Gabra2"
"Gabra3"
"Gabra5"
"Gabrg1"
"Gabrg2"
"Gabrg3"
"Adora2a"
"Adora2b"
"S1pr1"
"Adora1"
"Grin2a"
"Sigmar1"
"Jak3"
"Tyk2"
"Jak2"
"Csf2ra"
"Smad7"
"Crbn"
"Cul4a"
"Ddb1"
"Rbx1"
"Icam1"
"Cd86"
"S1pr2"
"S1pr3"
"S1pr5"
"Mapk14"
"Pikfyve"
"Il1rap"
"Hmgcr"
"Pola1"
"Pola2"
"Pold1"
"Pold2"
"Pold3"
"Pold4"
"Pole3"
"Prim1"
"Prim2"
"Rrm1"
"Ghr"
"Impdh1"
"Impdh2"
"Oprk1"
"Csf3r"
"Cx3cl1"
"Pde4a"
"Pde4b"
"Pde4d"
"Cd52"
"Hrh1"
"Igf1r"
"Mmp9"
"Ncbp1"
"Ncbp2"
"Rara"
"Rarb"
"Scn5a"
"Tlr7"
"Il17ra"
"Cacna1c"
"Cacna1d"
"Cnr1"
"Faah"
"Hdac1"
"Hdac2"
"Hdac3"
"Hdac6"
"Ifnar1"
"Ifnar2"
"Il18"
"Vkorc1"
"Pde10a"
"Pde1a"
"Pde1b"
"Pde1c"
"Pde2a"
"Pde3a"
"Pde3b"
"Pde5a"
"Pde6d"
"Pde7a"
"Pde7b"
"Pde8a"
"Pde8b"
"Pde9a"
