median(genes);median(umi);median(score_genetic);-log10(p.val_genetic);-log10(p.val.adj_genetic);median(score_drugs);-log10(p.val_drugs);-log10(p.val.adj_drugs);cluster
1813.5      ; 4647.0     ;-0.002538743;0.21606842  ;0           ;0.02709583  ;0.9119073   ;0.06680930  ;cluster_0   
2049.0      ; 4996.5     ;-0.007896631;0.08259044  ;0           ;0.03889474  ;1.1463452   ;0.30124718  ;cluster_1   
2889.0      ; 8906.0     ;-0.002075494;0.23184947  ;0           ;0.03280073  ;1.0119306   ;0.16683255  ;cluster_2   
3005.5      ;11240.0     ;-0.003370463;0.18406743  ;0           ;0.02610664  ;0.8771725   ;0.03207446  ;cluster_3   
1914.0      ; 5425.0     ;-0.004516116;0.15600139  ;0           ;0.05231695  ;1.3675861   ;0.52248810  ;cluster_4   
2295.5      ; 5415.0     ;-0.015264343;0.01578623  ;0           ;0.02606613  ;0.8589073   ;0.01380930  ;cluster_5   
2234.0      ; 4607.0     ;-0.010676650;0.04899748  ;0           ;0.01711197  ;0.6830253   ;0.00000000  ;cluster_6   
