symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
PDGFC	0.3119573694106957	0.5131461847899189	No data	No data	No data	No data	No data	No data	platelet derived growth factor C
BCL3	0.31161578774488385	0.5125843088870138	No data	No data	No data	No data	No data	No data	BCL3 transcription coactivator
PHC1	0.31154003537985075	0.5124597019986464	No data	No data	No data	No data	No data	No data	polyhomeotic homolog 1
CREB3L2	0.30977736797249533	0.5095602479583503	No data	No data	No data	No data	No data	No data	cAMP responsive element binding protein 3 like 2
BCAM	0.3089838657435242	0.5082549970447784	No data	No data	No data	No data	No data	No data	basal cell adhesion molecule (Lutheran blood group)
METRNL	0.3085919673543655	0.5076103539526725	No data	No data	No data	No data	No data	No data	meteorin like, glial cell differentiation regulator
CCND2	0.3081320526577849	0.5068538291995469	No data	No data	No data	No data	No data	No data	cyclin D2
TMEM163	0.307634954244589	0.506036140056064	No data	No data	No data	No data	No data	No data	transmembrane protein 163
PELO	0.3070633346009152	0.5050958691470733	No data	No data	No data	No data	No data	No data	pelota mRNA surveillance and ribosome rescue factor
MTHFD2L	0.3057642481865396	0.5029589706390862	No data	No data	No data	No data	No data	No data	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like
THOP1	0.30561061254623206	0.502706251676811	No data	No data	No data	No data	No data	No data	thimet oligopeptidase 1
ACAD10	0.3049939493639157	0.5016918875670489	No data	No data	No data	No data	No data	No data	acyl-CoA dehydrogenase family member 10
RAI1	0.3048164092500595	0.5013998475609268	No data	No data	No data	No data	No data	No data	retinoic acid induced 1
FAM227B	0.3043774449333943	0.5006777845919348	No data	No data	No data	No data	No data	No data	family with sequence similarity 227 member B
KCNU1	0.3038991764870764	0.4998910693141484	No data	No data	No data	No data	No data	No data	potassium calcium-activated channel subfamily U member 1
CITED2	0.3038697737118459	0.49984270398153824	No data	No data	No data	No data	No data	No data	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
OIT3	0.30330931881648787	0.4989207982357528	No data	No data	No data	No data	No data	No data	oncoprotein induced transcript 3
GLI2	0.30291045759372404	0.49826470181107607	No data	No data	No data	No data	No data	No data	GLI family zinc finger 2
SH3TC1	0.3027902088821688	0.4980669018114254	No data	No data	No data	No data	No data	No data	SH3 domain and tetratricopeptide repeats 1
BOC	0.30274507212513774	0.4979926552734833	No data	No data	No data	No data	No data	No data	BOC cell adhesion associated, oncogene regulated
AGPAT5	0.30208756474253956	0.49691110555568424	No data	No data	No data	No data	No data	No data	1-acylglycerol-3-phosphate O-acyltransferase 5
FGD2	0.30207878514336844	0.49689666378171	No data	No data	No data	No data	No data	No data	FYVE, RhoGEF and PH domain containing 2
FAM24B	0.30177084889810407	0.4963901320408043	No data	No data	No data	No data	No data	No data	family with sequence similarity 24 member B
SHROOM3	0.3017017720032509	0.49627650579399374	No data	No data	No data	No data	No data	No data	shroom family member 3
XPNPEP3	0.3005870413785216	0.494442858561268	No data	No data	No data	No data	No data	No data	X-prolyl aminopeptidase 3
DDX56	0.2997176180343385	0.493012723178098	No data	No data	No data	No data	No data	No data	DEAD-box helicase 56
REPS1	0.29968214382964053	0.49295437080503635	No data	No data	No data	No data	No data	No data	RALBP1 associated Eps domain containing 1
IL1RN	0.2991709326840036	0.49211346728831146	No data	No data	No data	No data	No data	No data	interleukin 1 receptor antagonist
LIMS1	0.29904221795247843	0.49190174132866143	No data	No data	No data	No data	No data	No data	LIM zinc finger domain containing 1
JAZF1	0.29865888490761106	0.4912711875775217	No data	No data	No data	No data	No data	No data	JAZF zinc finger 1
SSPN	0.29864009444702183	0.4912402786966703	No data	No data	No data	No data	No data	No data	sarcospan
TXNL4B	0.2983186830552574	0.49071158136298176	No data	No data	No data	No data	No data	No data	thioredoxin like 4B
VIM	0.2975703158566375	0.48948057414709467	No data	No data	No data	No data	No data	No data	vimentin
MAP3K1	0.2972561872190021	0.48896385639094625	No data	No data	No data	No data	No data	No data	mitogen-activated protein kinase kinase kinase 1
NF1	0.29653855111516453	0.4877833994924688	No data	No data	No data	No data	No data	No data	neurofibromin 1
EPHA2	0.2957550012691259	0.4864945194931054	No data	No data	No data	No data	No data	No data	EPH receptor A2
IFT81	0.2941704981245049	0.4838881321364424	No data	No data	No data	No data	No data	No data	intraflagellar transport 81
TNC	0.2941679868554461	0.4838840012895291	No data	No data	No data	No data	No data	No data	tenascin C
DYNC2LI1	0.29396050230110465	0.48354270495258317	No data	No data	No data	No data	No data	No data	dynein cytoplasmic 2 light intermediate chain 1
KLHL31	0.2935227127829068	0.48282257443786375	No data	No data	No data	No data	No data	No data	kelch like family member 31
STYXL1	0.29345887735449583	0.4827175700053498	No data	No data	No data	No data	No data	No data	serine/threonine/tyrosine interacting like 1
LY96	0.2927757842491482	0.48159393371643117	No data	No data	No data	No data	No data	No data	lymphocyte antigen 96
PNPLA3	0.29273744463895296	0.48153086796890554	No data	No data	No data	No data	No data	No data	patatin like phospholipase domain containing 3
BANK1	0.29245851754401553	0.48107205407753295	No data	No data	No data	No data	No data	No data	B cell scaffold protein with ankyrin repeats 1
APOC1	0.2921144987284392	0.4805061692483257	No data	No data	No data	No data	No data	No data	apolipoprotein C1
SORCS2	0.29201353828973214	0.4803400969928918	No data	No data	No data	No data	No data	No data	sortilin related VPS10 domain containing receptor 2
MACO1	0.2920103558308512	0.4803348620896867	No data	No data	No data	No data	No data	No data	macoilin 1
KLHDC7A	0.29175741087440776	0.47991878684323225	No data	No data	No data	No data	No data	No data	kelch domain containing 7A
SPTY2D1	0.2914463080260207	0.47940704628063974	No data	No data	No data	No data	No data	No data	SPT2 chromatin protein domain containing 1
GALNT2	0.29109690305458435	0.4788323016340303	No data	No data	No data	No data	No data	No data	polypeptide N-acetylgalactosaminyltransferase 2
LNX1	0.29048038650064234	0.47781817871680987	No data	No data	No data	No data	No data	No data	ligand of numb-protein X 1
BCAS1	0.29006876967609224	0.47714110029576723	No data	No data	No data	No data	No data	No data	brain enriched myelin associated protein 1
CREB3L1	0.2897453776987404	0.4766091450491794	No data	No data	No data	No data	No data	No data	cAMP responsive element binding protein 3 like 1
GFI1	0.2889119287033699	0.47523818473816226	No data	No data	No data	No data	No data	No data	growth factor independent 1 transcriptional repressor
MTTP	0.28878750065182884	0.4750335100415851	No data	No data	No data	No data	No data	No data	microsomal triglyceride transfer protein
MDH2	0.2885074940049118	0.4745729203691798	No data	No data	No data	No data	No data	No data	malate dehydrogenase 2
WASHC4	0.2877849008034219	0.47338430942147197	No data	No data	No data	No data	No data	No data	WASH complex subunit 4
RESF1	0.28768618112785427	0.4732219230512544	No data	No data	No data	No data	No data	No data	retroelement silencing factor 1
MGME1	0.2876115611719803	0.4730991788899664	No data	No data	No data	No data	No data	No data	mitochondrial genome maintenance exonuclease 1
NCK1	0.2868367113256921	0.47182460972957463	No data	No data	No data	No data	No data	No data	NCK adaptor protein 1
DLG4	0.2866347861352983	0.47149245812418283	No data	No data	No data	No data	No data	No data	discs large MAGUK scaffold protein 4
DMTN	0.28630049290585996	0.47094257114567856	No data	No data	No data	No data	No data	No data	dematin actin binding protein
MAMSTR	0.28544998791880144	0.469543555023449	No data	No data	No data	No data	No data	No data	MEF2 activating motif and SAP domain containing transcriptional regulator
SPMIP5	0.28527898991406714	0.46926227629006995	No data	No data	No data	No data	No data	No data	sperm associated microtubule inner protein 5
CXCR4	0.2852181295776658	0.4691621656580039	No data	No data	No data	No data	No data	No data	C-X-C motif chemokine receptor 4
EVI5	0.28452414824375716	0.46802061905987946	No data	No data	No data	No data	No data	No data	ecotropic viral integration site 5
PLCH1	0.2843756456193658	0.4677763435190205	No data	No data	No data	No data	No data	No data	phospholipase C eta 1
H3-3B	0.2831419198136473	0.4657469582492407	No data	No data	No data	No data	No data	No data	H3.3 histone B
SLC7A13	0.2831415413671135	0.4657463357334292	No data	No data	No data	No data	No data	No data	solute carrier family 7 member 13
SORL1	0.28263883872107554	0.46491942805246794	No data	No data	No data	No data	No data	No data	sortilin related receptor 1
DPP3	0.2822938662442409	0.46435197452290516	No data	No data	No data	No data	No data	No data	dipeptidyl peptidase 3
VEGFA	0.2818028229327526	0.46354424556194873	No data	No data	No data	No data	No data	No data	vascular endothelial growth factor A
SUGP1	0.2817856990435601	0.463516078064497	No data	No data	No data	No data	No data	No data	SURP and G-patch domain containing 1
ZC3H12C	0.2812508999638786	0.46263637418737386	No data	No data	No data	No data	No data	No data	zinc finger CCCH-type containing 12C
SH2B3	0.28087798772734385	0.4620229618746571	No data	No data	No data	No data	No data	No data	SH2B adaptor protein 3
GCNT4	0.2802817903574185	0.46104226247224545	No data	No data	No data	No data	No data	No data	glucosaminyl (N-acetyl) transferase 4
COBLL1	0.28020123427491234	0.460909753833396	No data	No data	No data	No data	No data	No data	cordon-bleu WH2 repeat protein like 1
SEMA3C	0.27995305849133606	0.46050152351417	No data	No data	No data	No data	No data	No data	semaphorin 3C
NCOR2	0.2798376943153617	0.4603117582046519	No data	No data	No data	No data	No data	No data	nuclear receptor corepressor 2
NOP58	0.27960487935827394	0.4599287952786044	No data	No data	No data	No data	No data	No data	NOP58 ribonucleoprotein
IRAK1BP1	0.2794881212566378	0.45973673706721774	No data	No data	No data	No data	No data	No data	interleukin 1 receptor associated kinase 1 binding protein 1
HAVCR2	0.2789359315342658	0.45882842690339426	No data	No data	No data	No data	No data	No data	hepatitis A virus cellular receptor 2
HOXB7	0.2788698353716813	0.4587197037348293	No data	No data	No data	No data	No data	No data	homeobox B7
ZFHX3	0.27880842646005793	0.458618690738178	No data	No data	No data	No data	No data	No data	zinc finger homeobox 3
