"dataset";"trait";"gene_list";"cluster";"median.genes";"median.umi";"median.score_genetic";"neg.log10.p.val_genetic";"neg.log10.p.val.adj_genetic";"median.score_drugs";"neg.log10.p.val_drugs";"neg.log10.p.val.adj_drugs"
"liver_mouse_JBO002";"MDD";"all_genes";"cluster_3";4612;31261;-0.0567206090159111;0.0147067855412499;0;"0.478021440804629";"4.00004342727686";"3.22189217689322"
"liver_mouse_JBO002";"MDD";"all_genes";"cluster_4";4095;23806;-0.0336992620677266;0.0840635131366383;0;"0.483308031256247";"4.00004342727686";"3.22189217689322"
"liver_mouse_JBO002";"MDD";"all_genes";"cluster_5";4526;30282;-0.0423342463592112;0.0533946933701864;0;"0.479504677756827";"4.00004342727686";"3.22189217689322"
"liver_mouse_JBO002";"MS";"all_genes";"cluster_0";4162;25321;-0.0661867288837757;0.00864012469682238;0;"0.379642818079532";"4.00004342727686";"3.22189217689322"
"liver_mouse_JBO002";"MS";"all_genes";"cluster_1";4374.5;27910;-0.0736950717665435;0.00436436676524049;0;"0.363860428331155";"4.00004342727686";"3.22189217689322"
"liver_mouse_JBO002";"MS";"all_genes";"cluster_2";4350;27696.5;-0.0677153009975391;0.00753409220908716;0;"0.369473892713896";"4.00004342727686";"3.22189217689322"
"liver_mouse_JBO002";"MS";"all_genes";"cluster_3";4612;31261;-0.079293282545501;0.00300671639433599;0;"0.364467053546982";"4.00004342727686";"3.22189217689322"
"liver_mouse_JBO002";"MS";"all_genes";"cluster_4";4095;23806;-0.0655464393198317;0.00934946659711108;0;"0.391647753831571";"4.00004342727686";"3.22189217689322"
"liver_mouse_JBO002";"MS";"all_genes";"cluster_5";4526;30282;-0.0670840652356687;0.0090389869461075;0;"0.369257689985522";"4.00004342727686";"3.22189217689322"
"liver_mouse_JBO002";"PAR";"all_genes";"cluster_0";4162;25321;0.0948846518935802;1.87946949607101;1.10131824568737;"-0.0288987507889006";"0.110181706018674";"0"
"liver_mouse_JBO002";"PAR";"all_genes";"cluster_1";4374.5;27910;0.0906402415666445;1.75453075946271;0.976379509079069;"-0.0270832339475913";"0.12094754777679";"0"
"liver_mouse_JBO002";"PAR";"all_genes";"cluster_2";4350;27696.5;0.0945929858378542;1.88610007497003;1.10794882458638;"-0.0365226676497359";"0.0660502634456204";"0"
"liver_mouse_JBO002";"PAR";"all_genes";"cluster_3";4612;31261;0.0970895773023346;1.92816141997074;1.15001016958709;"-0.0343950188952475";"0.0884064941474205";"0"
"liver_mouse_JBO002";"PAR";"all_genes";"cluster_4";4095;23806;0.101054942118404;2.01327169301062;1.23512044262697;"-0.0232077050838411";"0.156748344540356";"0"
"liver_mouse_JBO002";"PAR";"all_genes";"cluster_5";4526;30282;0.106630179910676;2.14878507855779;1.37063382817414;"-0.023664518456233";"0.156188004653702";"0"
"liver_mouse_JBO002";"SCZ";"all_genes";"cluster_0";4162;25321;-0.0409077757869855;0.0207682796858395;0;"0.415856996664775";"4.00004342727686";"3.22189217689322"
"liver_mouse_JBO002";"SCZ";"all_genes";"cluster_1";4374.5;27910;-0.0438411853184613;0.0164171401523282;0;"0.399579438773908";"4.00004342727686";"3.22189217689322"
"liver_mouse_JBO002";"SCZ";"all_genes";"cluster_2";4350;27696.5;-0.0406043831536305;0.0207227298948382;0;"0.410913800179293";"4.00004342727686";"3.22189217689322"
"liver_mouse_JBO002";"SCZ";"all_genes";"cluster_3";4612;31261;-0.0466981330055498;0.0125112245470233;0;"0.420425173009695";"4.00004342727686";"3.22189217689322"
"liver_mouse_JBO002";"SCZ";"all_genes";"cluster_4";4095;23806;-0.0387027827090261;0.0247954860361815;0;"0.416879197394043";"4.00004342727686";"3.22189217689322"
"liver_mouse_JBO002";"SCZ";"all_genes";"cluster_5";4526;30282;-0.0436937369588646;0.0168232126287598;0;"0.41991029838035";"4.00004342727686";"3.22189217689322"
"liver_mouse_JBO002";"T1D";"all_genes";"cluster_0";4162;25321;-0.0386059379626035;0.0626760097595731;0;"0.500131068014647";"4.00004342727686";"3.22189217689322"
"liver_mouse_JBO002";"T1D";"all_genes";"cluster_1";4374.5;27910;-0.0435705809914307;0.0472509842327706;0;"0.475772678511449";"4.00004342727686";"3.22189217689322"
"liver_mouse_JBO002";"T1D";"all_genes";"cluster_2";4350;27696.5;-0.0400789786310139;0.056796302139001;0;"0.490158519216474";"4.00004342727686";"3.22189217689322"
"liver_mouse_JBO002";"T1D";"all_genes";"cluster_3";4612;31261;-0.0347640984715277;0.0787211836930407;0;"0.479573779333297";"4.00004342727686";"3.22189217689322"
"liver_mouse_JBO002";"T1D";"all_genes";"cluster_4";4095;23806;-0.0215812453024906;0.144342596441425;0;"0.502263256309805";"4.00004342727686";"3.22189217689322"
"liver_mouse_JBO002";"T1D";"all_genes";"cluster_5";4526;30282;-0.0434735169151729;0.0488030769525223;0;"0.490211451817112";"4.00004342727686";"3.22189217689322"
