"dataset";"trait";"gene_list";"cluster";"median.genes";"median.umi";"median.score_genetic";"neg.log10.p.val_genetic";"neg.log10.p.val.adj_genetic";"median.score_drugs";"neg.log10.p.val_drugs";"neg.log10.p.val.adj_drugs"
"heart_human_adult_ACH003";"IKD";"all_genes";"cluster_3";1869;5551.5;0.0864454067048934;4.00004342727686;3.15494538726261;"0.578102884607324";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"IKD";"all_genes";"cluster_4";1614.5;4831.5;0.0852003020570222;4.00004342727686;3.15494538726261;"0.544701685002389";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"IKD";"all_genes";"cluster_5";1555.5;5142;0.0856655013002494;4.00004342727686;3.15494538726261;"0.53491648785666";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"IKD";"all_genes";"cluster_6";2807;8046.5;0.0895889929064242;4.00004342727686;3.15494538726261;"0.575802689874244";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"INS";"all_genes";"cluster_0";1499.5;5228.5;-0.0118654336829978;0.180302130003852;0;"-0.00178455977967497";"0.54367739414782";"0"
"heart_human_adult_ACH003";"INS";"all_genes";"cluster_1";1510;4515.5;-0.00872407505388439;0.230813845540269;0;"0.011241595246243";"0.865229056956403";"0.0201310169421457"
"heart_human_adult_ACH003";"INS";"all_genes";"cluster_2";1583.5;4852;-0.0157291773076123;0.118830011021843;0;"-0.00642876146639217";"0.365263969130911";"0"
"heart_human_adult_ACH003";"INS";"all_genes";"cluster_3";1869;5551.5;-0.0180651621677201;0.0940318020054499;0;"-0.0234554265012759";"0.121062303883126";"0"
"heart_human_adult_ACH003";"INS";"all_genes";"cluster_4";1614.5;4831.5;-0.0210690313828974;0.0609237096283757;0;"-0.00793197020896994";"0.341650400997739";"0"
"heart_human_adult_ACH003";"INS";"all_genes";"cluster_5";1555.5;5142;-0.0129526358966199;0.164416261066965;0;"0.000786479571957446";"0.570775760843694";"0"
"heart_human_adult_ACH003";"INS";"all_genes";"cluster_6";2807;8046.5;-0.0404771502711229;0.0174556365752002;0;"-0.0377419185177806";"0.140124942076147";"0"
"heart_human_adult_ACH003";"LD";"all_genes";"cluster_0";1499.5;5228.5;-0.00986502418918775;0.114456071087207;0;"0.124320928970932";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"LD";"all_genes";"cluster_1";1510;4515.5;-0.00893445835503184;0.129522477264098;0;"0.123248742884198";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"LD";"all_genes";"cluster_2";1583.5;4852;-0.00544580112705237;0.193999191528774;0;"0.124082223288223";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"LD";"all_genes";"cluster_3";1869;5551.5;0.000289897141882559;0.326009426845608;0;"0.115424364841014";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"LD";"all_genes";"cluster_4";1614.5;4831.5;0.00130375954881583;0.353933905298015;0;"0.119046479978724";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"LD";"all_genes";"cluster_5";1555.5;5142;-0.00808465808512725;0.143979473943763;0;"0.121522657595127";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"LD";"all_genes";"cluster_6";2807;8046.5;0.0129670499590834;0.714036305197388;0;"0.0923664900926572";"3.69901343161288";"2.85391539159862"
"heart_human_adult_ACH003";"LID";"all_genes";"cluster_0";1499.5;5228.5;0.0221989641227588;1.47370414988702;0.628606109872762;"0.182912220881949";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"LID";"all_genes";"cluster_1";1510;4515.5;0.0235198055340348;1.56547452324266;0.720376483228407;"0.180074079966302";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"LID";"all_genes";"cluster_2";1583.5;4852;0.0265317279426815;1.77215672266319;0.927058682648932;"0.179993034639348";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"LID";"all_genes";"cluster_3";1869;5551.5;0.0304390304244775;2.00881735158437;1.16371931157011;"0.168924754561175";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"LID";"all_genes";"cluster_4";1614.5;4831.5;0.0287529802418114;1.92449646588433;1.07939842587008;"0.174701299049852";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"LID";"all_genes";"cluster_5";1555.5;5142;0.0212927424439205;1.39473838113575;0.549640341121496;"0.181994084021032";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"LID";"all_genes";"cluster_6";2807;8046.5;0.039004258317719;2.55288539593464;1.70778735592039;"0.127227774882057";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"LUD";"all_genes";"cluster_0";1499.5;5228.5;-0.00763379261173727;0.154635287655069;0;"0.12282932062749";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"LUD";"all_genes";"cluster_1";1510;4515.5;-0.00474090550055159;0.213008245250639;0;"0.121903131503525";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"LUD";"all_genes";"cluster_2";1583.5;4852;-0.00392594189999595;0.23022316951327;0;"0.121555189917258";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"LUD";"all_genes";"cluster_3";1869;5551.5;-0.00549022931681804;0.199120245463644;0;"0.117656207484518";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"LUD";"all_genes";"cluster_4";1614.5;4831.5;-0.00314098551292868;0.246307205101852;0;"0.11778642278587";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"LUD";"all_genes";"cluster_5";1555.5;5142;-0.00670618915251419;0.172415722509429;0;"0.121342774722186";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"LUD";"all_genes";"cluster_6";2807;8046.5;-0.00524086188306801;0.210956512188834;0;"0.106031546104224";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"MDD";"all_genes";"cluster_0";1499.5;5228.5;-0.0186213225011847;0.0929008962737222;0;"0.44490366886647";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"MDD";"all_genes";"cluster_1";1510;4515.5;-0.0209714949023733;0.0682297233177234;0;"0.439122483270071";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"MDD";"all_genes";"cluster_2";1583.5;4852;-0.0235067685294259;0.0437308964356682;0;"0.417028206821788";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"MDD";"all_genes";"cluster_3";1869;5551.5;-0.0221315304928589;0.0612236022506524;0;"0.354910549027424";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"MDD";"all_genes";"cluster_4";1614.5;4831.5;-0.0191496696511878;0.0884064941474205;0;"0.394089414182129";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"MDD";"all_genes";"cluster_5";1555.5;5142;-0.0210270558564354;0.0690943961093396;0;"0.438965049865812";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"MDD";"all_genes";"cluster_6";2807;8046.5;0.00595539383602817;0.440615627517373;0;"0.185274368349503";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"MS";"all_genes";"cluster_0";1499.5;5228.5;-0.0234771513226597;0.0256238534245765;0;"0.341793514115774";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"MS";"all_genes";"cluster_1";1510;4515.5;-0.0243596580862402;0.0236475906649829;0;"0.336090667737883";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"MS";"all_genes";"cluster_2";1583.5;4852;-0.0195378490457783;0.0524626779725402;0;"0.329025911120553";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"MS";"all_genes";"cluster_3";1869;5551.5;-0.0159002510198858;0.0924171224335963;0;"0.290797022490054";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"MS";"all_genes";"cluster_4";1614.5;4831.5;-0.0131829781561627;0.121464189214643;0;"0.311707179791689";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"MS";"all_genes";"cluster_5";1555.5;5142;-0.0248988256232471;0.0213152501383708;0;"0.334650186310364";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"MS";"all_genes";"cluster_6";2807;8046.5;-0.0137391354964022;0.133047614166215;0;"0.173378970331569";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"NAFLD";"all_genes";"cluster_0";1499.5;5228.5;-0.0172990797880904;0.11338352941566;0;"0.45739835240801";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"NAFLD";"all_genes";"cluster_1";1510;4515.5;-0.0146848179281554;0.151177215782083;0;"0.450338862667091";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"NAFLD";"all_genes";"cluster_2";1583.5;4852;-0.0216681503995208;0.0614236457741816;0;"0.433019213213879";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"NAFLD";"all_genes";"cluster_3";1869;5551.5;-0.0232230396385794;0.0560545522030908;0;"0.375080415286258";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"NAFLD";"all_genes";"cluster_4";1614.5;4831.5;-0.0125651412058206;0.182478057717082;0;"0.40634515743539";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"NAFLD";"all_genes";"cluster_5";1555.5;5142;-0.0145132740597417;0.153149883960237;0;"0.448167693583211";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"NAFLD";"all_genes";"cluster_6";2807;8046.5;-0.041023821505457;0.0264538038496058;0;"0.183894473827717";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"PAR";"all_genes";"cluster_0";1499.5;5228.5;0.130948646453636;4.00004342727686;3.15494538726261;"-0.00508950067136867";"0.351878648702862";"0"
"heart_human_adult_ACH003";"PAR";"all_genes";"cluster_1";1510;4515.5;0.124088632513906;4.00004342727686;3.15494538726261;"0.000190905219329643";"0.478774551678477";"0"
"heart_human_adult_ACH003";"PAR";"all_genes";"cluster_2";1583.5;4852;0.127878453541309;4.00004342727686;3.15494538726261;"-0.00469676046473284";"0.346734414338384";"0"
"heart_human_adult_ACH003";"PAR";"all_genes";"cluster_3";1869;5551.5;0.11880476702482;4.00004342727686;3.15494538726261;"-0.00838649889235904";"0.271365060425949";"0"
"heart_human_adult_ACH003";"PAR";"all_genes";"cluster_4";1614.5;4831.5;0.134673413974008;4.00004342727686;3.15494538726261;"-0.00325386942351463";"0.381576935077782";"0"
"heart_human_adult_ACH003";"PAR";"all_genes";"cluster_5";1555.5;5142;0.124588005962204;4.00004342727686;3.15494538726261;"-0.00181038348099107";"0.427055719078658";"0"
"heart_human_adult_ACH003";"PAR";"all_genes";"cluster_6";2807;8046.5;0.085493403962535;3.22189217689322;2.37679413687896;"-0.0117966309213756";"0.241813018819113";"0"
"heart_human_adult_ACH003";"SCZ";"all_genes";"cluster_0";1499.5;5228.5;-0.0223388512053714;0.00524252798225879;0;"0.38052425516099";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"SCZ";"all_genes";"cluster_1";1510;4515.5;-0.0224355820551204;0.00590231615074025;0;"0.376121645838442";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"SCZ";"all_genes";"cluster_2";1583.5;4852;-0.0244523374208749;0.00340043592139018;0;"0.361465155090583";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"SCZ";"all_genes";"cluster_3";1869;5551.5;-0.0262829155655445;0.0024823116432743;0;"0.319977892410501";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"SCZ";"all_genes";"cluster_4";1614.5;4831.5;-0.0238191909114707;0.00445210302450925;0;"0.339839974087079";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"SCZ";"all_genes";"cluster_5";1555.5;5142;-0.024279202766094;0.00379451270773055;0;"0.372314843068008";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"SCZ";"all_genes";"cluster_6";2807;8046.5;-0.0284828407595658;0.00366311404345252;0;"0.205091048298523";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"T1D";"all_genes";"cluster_0";1499.5;5228.5;0.00576605831922755;0.476947589024295;0;"0.564584235077991";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"T1D";"all_genes";"cluster_1";1510;4515.5;0.00464519629901755;0.4428972849585;0;"0.550766353483111";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"T1D";"all_genes";"cluster_2";1583.5;4852;0.0129024780650649;0.677410715584639;0;"0.529732715096309";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"T1D";"all_genes";"cluster_3";1869;5551.5;0.0174760580379764;0.809711729106571;0;"0.469445924354291";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"T1D";"all_genes";"cluster_4";1614.5;4831.5;0.0151306496508531;0.738304879924325;0;"0.51038772597179";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"T1D";"all_genes";"cluster_5";1555.5;5142;0.00924138993829883;0.569162480823971;0;"0.548928186217368";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"T1D";"all_genes";"cluster_6";2807;8046.5;0.0251669712055117;0.95005057035672;0.104952530342463;"0.257385950093185";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"T2D";"all_genes";"cluster_0";1499.5;5228.5;-0.0134476483874428;0.0242900382405753;0;"0.294125578052657";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"T2D";"all_genes";"cluster_1";1510;4515.5;-0.0125384409490321;0.0322615192010635;0;"0.292261244388716";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"T2D";"all_genes";"cluster_2";1583.5;4852;-0.0160632403067159;0.0130478875524811;0;"0.277454348994376";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"T2D";"all_genes";"cluster_3";1869;5551.5;-0.0196769750655367;0.00471541819945308;0;"0.23393301872218";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"T2D";"all_genes";"cluster_4";1614.5;4831.5;-0.0159132789563162;0.0138989625663421;0;"0.260735707388588";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"T2D";"all_genes";"cluster_5";1555.5;5142;-0.014261248974814;0.0204950525727676;0;"0.292298062449005";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"T2D";"all_genes";"cluster_6";2807;8046.5;-0.0222250389728665;0.0050228211521047;0;"0.105214237690591";"2.55288539593464";"1.70778735592039"
"heart_human_adult_ACH003";"UC";"all_genes";"cluster_0";1499.5;5228.5;-0.0246736527564735;0.012690038541069;0;"0.448464703095102";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"UC";"all_genes";"cluster_1";1510;4515.5;-0.0236144313743337;0.0177269575847974;0;"0.438041138737586";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"UC";"all_genes";"cluster_2";1583.5;4852;-0.0194482274651731;0.0389072098896374;0;"0.428133718720981";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"UC";"all_genes";"cluster_3";1869;5551.5;-0.0122417308113282;0.1062262033094;0;"0.384843456284014";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"UC";"all_genes";"cluster_4";1614.5;4831.5;-0.0147929418281331;0.075609063733632;0;"0.415621565677901";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"UC";"all_genes";"cluster_5";1555.5;5142;-0.0235496228512057;0.0187232540177554;0;"0.443955267671727";"4.00004342727686";"3.15494538726261"
"heart_human_adult_ACH003";"UC";"all_genes";"cluster_6";2807;8046.5;0.00448405144831451;0.408644875995614;0;"0.227412010214722";"4.00004342727686";"3.15494538726261"
"intestine_human_adult_HFGA_A1";"ADHD";"all_genes";"cluster_0";921.5;1516.5;-0.0208466173420492;0.0020894232074597;0;"-0.0972109955091518";"0.0190861110472425";"0"
"intestine_human_adult_HFGA_A1";"ADHD";"all_genes";"cluster_1";759.5;1311.5;-0.0200876421022166;0.00375070873554118;0;"-0.207221021376781";"0.00204579086885834";"0"
"intestine_human_adult_HFGA_A1";"ADHD";"all_genes";"cluster_2";1782;3195;-0.0198872629559918;0.00401359886578601;0;"-0.0963608271594046";"0.022045617318123";"0"
"intestine_human_adult_HFGA_A1";"ADHD";"all_genes";"cluster_3";2031;5326.5;-0.0242745901738624;0.00121760823657663;0;"0.0367308738550896";"0.842586659142637";"0"
"intestine_human_adult_HFGA_A1";"ADHD";"all_genes";"cluster_4";1129.5;2259;-0.0273358377661821;0.000564893597552516;0;"-0.176199050677255";"0.00340043592139018";"0"
"intestine_human_adult_HFGA_A1";"ADHD";"all_genes";"cluster_5";940;1809;-0.0256266348576236;0.000434468305445637;0;"-0.125802294201754";"0.0119752238842274";"0"
"intestine_human_adult_HFGA_A1";"ADHD";"all_genes";"cluster_6";1724;3627;-0.024422008095219;0.00134826896520693;0;"-0.221720008838229";"0.000738854938513879";"0"
"intestine_human_adult_HFGA_A1";"ADHD";"all_genes";"cluster_7";1235;2301;-0.0224349694039515;0.00169688988049808;0;"-0.210306055258234";"0.000695358070141314";"0"
"intestine_human_adult_HFGA_A1";"ADHD";"all_genes";"cluster_8";2521.5;7207;-0.0279532853562792;0.000521414147958876;0;"0.000160421797582189";"0.490975382259701";"0"
"intestine_human_adult_HFGA_A1";"ADHD";"all_genes";"cluster_9";909.5;1815;-0.0259558895020464;0.000347539866023441;0;"-0.0571632020510037";"0.0841689244191711";"0"
"intestine_human_adult_HFGA_A1";"ADHD";"all_genes";"cluster_10";1812;4030.5;-0.0254820769084263;0.00139183127848919;0;"-0.254675732096254";"0.000956404650974279";"0"
"intestine_human_adult_HFGA_A1";"AHD";"all_genes";"cluster_0";921.5;1516.5;0.00421343064310374;0.50574965861153;0;"-0.0147667905888451";"0.125735594148824";"0"
"intestine_human_adult_HFGA_A1";"AHD";"all_genes";"cluster_1";759.5;1311.5;0.0023450475504936;0.456472003314497;0;"-0.00655809819308915";"0.271283952108988";"0"
"intestine_human_adult_HFGA_A1";"AHD";"all_genes";"cluster_2";1782;3195;0.00578066624097709;0.529632936300932;0;"-0.0184993633440633";"0.083536840161707";"0"
"intestine_human_adult_HFGA_A1";"AHD";"all_genes";"cluster_3";2031;5326.5;0.00271597346787777;0.417184965052363;0;"-0.0102672221821761";"0.22669588529604";"0"
"intestine_human_adult_HFGA_A1";"AHD";"all_genes";"cluster_4";1129.5;2259;0.0103740424397815;0.641918142000214;0;"-0.0111233151384572";"0.196245019287188";"0"
"intestine_human_adult_HFGA_A1";"AHD";"all_genes";"cluster_5";940;1809;0.00994029131627364;0.639450013711614;0;"-0.00230125815133084";"0.371961166286183";"0"
"intestine_human_adult_HFGA_A1";"AHD";"all_genes";"cluster_6";1724;3627;0.0036020571473695;0.439300126222151;0;"0.000560684930183158";"0.382938196774485";"0"
"intestine_human_adult_HFGA_A1";"AHD";"all_genes";"cluster_7";1235;2301;0.0110704955333702;0.671459977562661;0;"0.00817032472398335";"0.569001481940977";"0"
"intestine_human_adult_HFGA_A1";"AHD";"all_genes";"cluster_8";2521.5;7207;0.00350854410002538;0.418207503219215;0;"-0.00708996490671124";"0.266765893344281";"0"
"intestine_human_adult_HFGA_A1";"AHD";"all_genes";"cluster_9";909.5;1815;0.0111262527269774;0.657620746454656;0;"-0.0134770021136222";"0.16657756710617";"0"
"intestine_human_adult_HFGA_A1";"AHD";"all_genes";"cluster_10";1812;4030.5;0.0219441742354403;0.88979050992346;0;"0.0157400101253428";"0.627131424306756";"0"
"intestine_human_adult_HFGA_A1";"ALS";"all_genes";"cluster_0";921.5;1516.5;0.00431831938154568;0.534214611919426;0;"-0.0178420692735263";"0.0896324873621745";"0"
"intestine_human_adult_HFGA_A1";"ALS";"all_genes";"cluster_1";759.5;1311.5;0.00369095142898074;0.511633738373665;0;"-0.00810798217649288";"0.240602230143165";"0"
"intestine_human_adult_HFGA_A1";"ALS";"all_genes";"cluster_2";1782;3195;0.00377781283585421;0.477860109658176;0;"-0.0230955217934295";"0.0545748421450429";"0"
"intestine_human_adult_HFGA_A1";"ALS";"all_genes";"cluster_3";2031;5326.5;0.00606903815659192;0.494893448956957;0;"-0.0087405333915735";"0.254734367336035";"0"
"intestine_human_adult_HFGA_A1";"ALS";"all_genes";"cluster_4";1129.5;2259;0.0049891207446259;0.505054453593694;0;"-0.0126629461582112";"0.178923103500039";"0"
"intestine_human_adult_HFGA_A1";"ALS";"all_genes";"cluster_5";940;1809;0.00842147759188745;0.608579015437759;0;"-0.0053267115867597";"0.299512770298271";"0"
"intestine_human_adult_HFGA_A1";"ALS";"all_genes";"cluster_6";1724;3627;-0.00176012905596365;0.336908112319108;0;"-0.00299322483457425";"0.32785317608861";"0"
"intestine_human_adult_HFGA_A1";"ALS";"all_genes";"cluster_7";1235;2301;0.0153547688998256;0.785199579229165;0;"0.00850690294586408";"0.584402447380708";"0"
"intestine_human_adult_HFGA_A1";"ALS";"all_genes";"cluster_8";2521.5;7207;0.0104000246771283;0.562609983478891;0;"-0.0112922340529491";"0.216854736201605";"0"
"intestine_human_adult_HFGA_A1";"ALS";"all_genes";"cluster_9";909.5;1815;0.00718911831172508;0.563086096607413;0;"-0.0123938383114386";"0.1847978353603";"0"
"intestine_human_adult_HFGA_A1";"ALS";"all_genes";"cluster_10";1812;4030.5;0.0276489912511408;0.98762805251443;0;"0.00554881170945493";"0.44932600380758";"0"
"intestine_human_adult_HFGA_A1";"ALZ";"all_genes";"cluster_0";921.5;1516.5;-0.00938311354054698;0.143254138523546;0;"-0.00943142262251048";"0.208773946366594";"0"
"intestine_human_adult_HFGA_A1";"ALZ";"all_genes";"cluster_1";759.5;1311.5;-0.0109894431242731;0.123998877030768;0;"-0.0103201862362639";"0.206322870463339";"0"
"intestine_human_adult_HFGA_A1";"ALZ";"all_genes";"cluster_2";1782;3195;-0.0171555631290043;0.0410020349557691;0;"-0.0202496493819075";"0.0624252478830392";"0"
"intestine_human_adult_HFGA_A1";"ALZ";"all_genes";"cluster_3";2031;5326.5;-0.00133408385660072;0.315557135088128;0;"0.0110216252369234";"0.594867881058873";"0"
"intestine_human_adult_HFGA_A1";"ALZ";"all_genes";"cluster_4";1129.5;2259;-0.00984742693796194;0.150501175271846;0;"-0.0123567208446254";"0.173515120936211";"0"
"intestine_human_adult_HFGA_A1";"ALZ";"all_genes";"cluster_5";940;1809;-0.00687886261824391;0.203469094066433;0;"-0.00526454343740698";"0.299859097654665";"0"
"intestine_human_adult_HFGA_A1";"ALZ";"all_genes";"cluster_6";1724;3627;-0.00645479127905894;0.20597384329523;0;"0.00599846181471425";"0.49137906422392";"0"
"intestine_human_adult_HFGA_A1";"ALZ";"all_genes";"cluster_7";1235;2301;-0.00526919119543279;0.222326688667237;0;"-0.00639569887376232";"0.270392758940943";"0"
"intestine_human_adult_HFGA_A1";"ALZ";"all_genes";"cluster_8";2521.5;7207;-0.00191747036155542;0.302814084517145;0;"0.0287124328985036";"0.900017697169";"0"
"intestine_human_adult_HFGA_A1";"ALZ";"all_genes";"cluster_9";909.5;1815;-0.000612892412173958;0.349638757408831;0;"-0.0146509103375215";"0.144584846890827";"0"
"intestine_human_adult_HFGA_A1";"ALZ";"all_genes";"cluster_10";1812;4030.5;0.0157913425096421;0.800562512414507;0;"-0.0247957919371531";"0.0830108051144693";"0"
"intestine_human_adult_HFGA_A1";"ASD";"all_genes";"cluster_0";921.5;1516.5;-0.022153395036394;0.00256966847388229;0;"-0.00231661829991475";"0.49666136380313";"0"
"intestine_human_adult_HFGA_A1";"ASD";"all_genes";"cluster_1";759.5;1311.5;-0.0208842255249924;0.00550632297836482;0;"-0.0127334657076103";"0.240149053251363";"0"
"intestine_human_adult_HFGA_A1";"ASD";"all_genes";"cluster_2";1782;3195;-0.019091487416626;0.00908332759466338;0;"0.00638529680359047";"0.580583354490792";"0"
"intestine_human_adult_HFGA_A1";"ASD";"all_genes";"cluster_3";2031;5326.5;-0.0285411658655664;0.000564893597552516;0;"0.0142066713142402";"0.650960258497272";"0"
"intestine_human_adult_HFGA_A1";"ASD";"all_genes";"cluster_4";1129.5;2259;-0.0293620821641938;0.000434468305445637;0;"-0.014155493183872";"0.2009097339748";"0"
"intestine_human_adult_HFGA_A1";"ASD";"all_genes";"cluster_5";940;1809;-0.0242128944931256;0.00230765067896429;0;"-0.00563624379538372";"0.345001085945661";"0"
"intestine_human_adult_HFGA_A1";"ASD";"all_genes";"cluster_6";1724;3627;-0.0237857994188185;0.00449597780172526;0;"-0.0248476457978391";"0.133106609545223";"0"
"intestine_human_adult_HFGA_A1";"ASD";"all_genes";"cluster_7";1235;2301;-0.0207151410489207;0.00647494448713521;0;"-0.0281126376898237";"0.113834803109365";"0"
"intestine_human_adult_HFGA_A1";"ASD";"all_genes";"cluster_8";2521.5;7207;-0.0308570529546808;0.000521414147958876;0;"0.0286451117164741";"0.757501998978478";"0"
"intestine_human_adult_HFGA_A1";"ASD";"all_genes";"cluster_9";909.5;1815;-0.0246430356757616;0.0021330599301192;0;"0.000970914220488863";"0.515601219634456";"0"
"intestine_human_adult_HFGA_A1";"ASD";"all_genes";"cluster_10";1812;4030.5;-0.0191561200622561;0.0170038112307607;0;"-0.022025290402301";"0.185596048754375";"0"
"intestine_human_adult_HFGA_A1";"AST";"all_genes";"cluster_0";921.5;1516.5;0.000409765747688945;0.34193659177047;0;"-0.0211836149562812";"0.0844853118653423";"0"
"intestine_human_adult_HFGA_A1";"AST";"all_genes";"cluster_1";759.5;1311.5;-0.00676127924771297;0.135176512948337;0;"-0.0136545617812959";"0.176634412384318";"0"
"intestine_human_adult_HFGA_A1";"AST";"all_genes";"cluster_2";1782;3195;-0.00579866894130174;0.151115714049784;0;"-0.0266732650448752";"0.0532474000054022";"0"
"intestine_human_adult_HFGA_A1";"AST";"all_genes";"cluster_3";2031;5326.5;0.0105148294500828;0.774734145551;0;"-0.0118650141265562";"0.226549535005892";"0"
"intestine_human_adult_HFGA_A1";"AST";"all_genes";"cluster_4";1129.5;2259;-0.0109432186271254;0.0785130137756203;0;"-0.0121197564443896";"0.203261015575555";"0"
"intestine_human_adult_HFGA_A1";"AST";"all_genes";"cluster_5";940;1809;-0.00841248612782128;0.111022005181638;0;"-0.00733565827496727";"0.273560730492033";"0"
"intestine_human_adult_HFGA_A1";"AST";"all_genes";"cluster_6";1724;3627;-0.0183668693626492;0.019267653314241;0;"-0.00478475339661914";"0.310823390013027";"0"
"intestine_human_adult_HFGA_A1";"AST";"all_genes";"cluster_7";1235;2301;-0.00910588893248615;0.092847117005261;0;"-0.0154118211783668";"0.161509156764994";"0"
"intestine_human_adult_HFGA_A1";"AST";"all_genes";"cluster_8";2521.5;7207;0.0132014277994763;0.894873999277531;0;"0.00904661501186162";"0.513612948422429";"0"
"intestine_human_adult_HFGA_A1";"AST";"all_genes";"cluster_9";909.5;1815;0.00351564351456674;0.457342457828752;0;"-0.0211170458689229";"0.109678305828739";"0"
"intestine_human_adult_HFGA_A1";"AST";"all_genes";"cluster_10";1812;4030.5;0.00157497523058464;0.381158942281412;0;"-0.00506309171532605";"0.307901817910079";"0"
"intestine_human_adult_HFGA_A1";"BIP";"all_genes";"cluster_0";921.5;1516.5;-0.00198173114138852;0.266044140738476;0;"0.147053672758033";"4.00004342727686";"2.95865074211864"
"intestine_human_adult_HFGA_A1";"BIP";"all_genes";"cluster_1";759.5;1311.5;-0.00404830936691813;0.215568783514346;0;"0.168546097275445";"4.00004342727686";"2.95865074211864"
"intestine_human_adult_HFGA_A1";"BIP";"all_genes";"cluster_2";1782;3195;0.00141406621523205;0.36981901652443;0;"0.121571998284041";"4.00004342727686";"2.95865074211864"
