CellID;neg.log10.p.val.g;neg.log10.p.val.adj.g;neg.log10.p.val.d;neg.log10.p.val.adj.d
11x13_1     ;0.2274283774;0.000000    ;2.2518554   ;1.4737041   
11x14_1     ;0.2442447703;0.000000    ;2.4948934   ;1.7167422   
11x15_1     ;0.2643647014;0.000000    ;1.9706596   ;1.1925084   
11x16_1     ;0.2442447703;0.000000    ;2.4948934   ;1.7167422   
11x17_1     ;0.2643647014;0.000000    ;1.9706596   ;1.1925084   
11x18_1     ;0.2643647014;0.000000    ;1.9706596   ;1.1925084   
11x19_1     ;0.2643647014;0.000000    ;1.9706596   ;1.1925084   
11x22_1     ;0.2274283774;0.000000    ;2.2518554   ;1.4737041   
12x11_1     ;0.2274283774;0.000000    ;2.2518554   ;1.4737041   
12x12_1     ;0.2643647014;0.000000    ;1.9706596   ;1.1925084   
12x13_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
12x14_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
12x15_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
12x16_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
12x17_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
12x18_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
12x19_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
12x20_1     ;0.2643647014;0.000000    ;1.9706596   ;1.1925084   
12x22_1     ;0.2274283774;0.000000    ;2.2518554   ;1.4737041   
12x23_1     ;0.2274283774;0.000000    ;2.2518554   ;1.4737041   
12x24_1     ;0.2274283774;0.000000    ;2.2518554   ;1.4737041   
13x10_1     ;0.2643647014;0.000000    ;1.9706596   ;1.1925084   
13x11_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
13x12_1     ;0.2643647014;0.000000    ;1.9706596   ;1.1925084   
13x13_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
13x14_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
13x15_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
13x16_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
13x17_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
13x18_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
13x19_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
13x20_1     ;0.2442447703;0.000000    ;2.4948934   ;1.7167422   
13x22_1     ;0.0003475399;0.000000    ;0.9285296   ;0.1503784   
13x23_1     ;0.2274283774;0.000000    ;2.2518554   ;1.4737041   
13x24_1     ;0.2274283774;0.000000    ;2.2518554   ;1.4737041   
13x25_1     ;0.2274283774;0.000000    ;2.2518554   ;1.4737041   
14x10_1     ;0.2274283774;0.000000    ;2.2518554   ;1.4737041   
14x11_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
14x12_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
14x13_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
14x14_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
14x15_1     ;0.0003475399;0.000000    ;0.9285296   ;0.1503784   
14x16_1     ;0.0003475399;0.000000    ;0.9285296   ;0.1503784   
14x17_1     ;0.0003475399;0.000000    ;0.9285296   ;0.1503784   
14x18_1     ;0.0003475399;0.000000    ;0.9285296   ;0.1503784   
14x19_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
14x20_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
14x21_1     ;0.2442447703;0.000000    ;2.4948934   ;1.7167422   
14x22_1     ;0.2274283774;0.000000    ;2.2518554   ;1.4737041   
14x23_1     ;0.2274283774;0.000000    ;2.2518554   ;1.4737041   
14x24_1     ;0.2274283774;0.000000    ;2.2518554   ;1.4737041   
14x25_1     ;0.2274283774;0.000000    ;2.2518554   ;1.4737041   
14x26_1     ;0.2274283774;0.000000    ;2.2518554   ;1.4737041   
15x10_1     ;0.2643647014;0.000000    ;1.9706596   ;1.1925084   
15x11_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
15x12_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
15x13_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
15x14_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
15x15_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
15x16_1     ;0.0003475399;0.000000    ;0.9285296   ;0.1503784   
15x17_1     ;0.0003475399;0.000000    ;0.9285296   ;0.1503784   
15x18_1     ;0.0003475399;0.000000    ;0.9285296   ;0.1503784   
15x19_1     ;0.0003475399;0.000000    ;0.9285296   ;0.1503784   
15x20_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
15x21_1     ;0.2442447703;0.000000    ;2.4948934   ;1.7167422   
15x23_1     ;0.2274283774;0.000000    ;2.2518554   ;1.4737041   
15x24_1     ;0.2274283774;0.000000    ;2.2518554   ;1.4737041   
15x25_1     ;0.2274283774;0.000000    ;2.2518554   ;1.4737041   
15x26_1     ;0.2274283774;0.000000    ;2.2518554   ;1.4737041   
16x9_1      ;0.2643647014;0.000000    ;1.9706596   ;1.1925084   
16x10_1     ;0.2442447703;0.000000    ;2.4948934   ;1.7167422   
16x11_1     ;0.2643647014;0.000000    ;1.9706596   ;1.1925084   
16x12_1     ;0.2442447703;0.000000    ;2.4948934   ;1.7167422   
16x13_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
16x14_1     ;0.2442447703;0.000000    ;2.4948934   ;1.7167422   
16x15_1     ;0.2442447703;0.000000    ;2.4948934   ;1.7167422   
16x16_1     ;0.2442447703;0.000000    ;2.4948934   ;1.7167422   
16x17_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
16x18_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
16x19_1     ;0.2442447703;0.000000    ;2.4948934   ;1.7167422   
16x20_1     ;0.2442447703;0.000000    ;2.4948934   ;1.7167422   
16x21_1     ;0.2442447703;0.000000    ;2.4948934   ;1.7167422   
16x23_1     ;0.2274283774;0.000000    ;2.2518554   ;1.4737041   
16x24_1     ;0.2274283774;0.000000    ;2.2518554   ;1.4737041   
16x25_1     ;0.2274283774;0.000000    ;2.2518554   ;1.4737041   
17x10_1     ;0.2643647014;0.000000    ;1.9706596   ;1.1925084   
17x11_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
17x12_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
17x13_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
17x14_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
17x15_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
17x16_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
17x17_1     ;0.4274041302;0.000000    ;2.6383156   ;1.8601643   
17x18_1     ;0.2442447703;0.000000    ;2.4948934   ;1.7167422   
17x19_1     ;0.2442447703;0.000000    ;2.4948934   ;1.7167422   
17x20_1     ;0.2442447703;0.000000    ;2.4948934   ;1.7167422   
17x21_1     ;0.2442447703;0.000000    ;2.4948934   ;1.7167422   
