"Slc39a8"
"Tcf4"
"Galnt10"
"Snx19"
"Prodh"
"Immp2l"
"Mthfr"
"Setd1a"
"Atp2a2"
"Pcnx"
"Sema6d"
"Ngef"
"Dpyd"
"Srpk2"
"Carmil1"
"Nfib"
"Foxp1"
"Msra"
"Rbm12"
"Rnf111"
"Pde4b"
"Fes"
"Foxo3"
"Mgat5"
"Gtf2a1"
"Ppp1r13b"
"1700066M21Rik"
"Sox5"
"Man2a1"
"Ywhae"
"Utrn"
"Ccdc68"
"Comt"
"Fyn"
"Cul3"
"Nek1"
"Bak1"
"Sdccag8"
"Dmtf1"
"Tmem161b"
"Fxr1"
"Phip"
"Tet2"
"Lman2l"
"Cnnm2"
"Smarca2"
"Ank3"
"Ralgps1"
"Klf6"
"Smim15"
"Mad1l1"
"Nrbf2"
"Pgm2"
"Zcchc14"
"Tspan18"
"Igsf11"
"Rapgef4"
"Epc2"
"Qpct"
"Mocs2"
"Sec16b"
"Spred2"
"Smg6"
"Tead1"
"Stag1"
"Kiz"
"Etf1"
"Fhit"
"Cadm1"
"Cyp26b1"
"Bnip3l"
"Camk1d"
"Arl14ep"
"Ttc7b"
"Dclk3"
"Pdia6"
"Tmem38b"
"Tenm3"
"Ptprd"
"Irf3"
"Ep300"
"Atxn7"
"Dusp6"
"Adam10"
"Mrps33"
"Arid5b"
"Atf7ip"
"Kcnn2"
"Gid4"
"Cers5"
"Clcn3"
"Ephx2"
"Gigyf2"
"Brd3"
"Thoc7"
"As3mt"
"Sgce"
"Btg1"
"Sppl3"
"Ehmt1"
"Fancl"
"Ifi44"
"Trim26"
"Clu"
"Tcf7l2"
"Mlxip"
"Ptbp2"
"Car8"
"Dnaja3"
"Ptprf"
"Ccdc122"
"Msl2"
"Ptp4a3"
"Ppargc1a"
"Fnip2"
"Npc1"
"Nudcd1"
"Tyw5"
"Tle3"
"Pik3c2a"
"Cd164"
"Kctd13"
"Phf3"
"Plk2"
"Ppp2r5e"
"Cnot1"
"Rsrc1"
"Tra2a"
"Smpd3"
"Rexo1"
"Atpaf2"
"Hspe1"
"Rptor"
"Zeb2"
"Sf3b1"
"Acads"
"Zfp638"
"Cyp2d10"
"Mrps30"
"Lacc1"
"Cenpm"
"Stk24"
"Lpp"
"Bace2"
"Igf2bp3"
"Mapk1ip1l"
"Ufm1"
"Tank"
"Podxl"
"Dennd6b"
"Ercc4"
"Tpd52"
"2610044O15Rik8"
"Tom1l2"
"Dennd5b"
"Mrpl33"
"Rab3il1"
"Shmt2"
"Rgs5"
"Fam120a"
"Atxn1"
"Slc30a9"
"Agap1"
"Maf"
"Vps45"
"Nab2"
"Zfp592"
"Adgrv1"
"Med26"
"Mob4"
"Prkd3"
"Klf10"
"Psd3"
"Slc17a4"
"Pcgf3"
"Ppp2r2d"
"Klc1"
"Dpp4"
"Sltm"
"Nfatc3"
"Nox4"
"Bnip3"
"Erlin1"
"Tcf20"
"Itih3"
"St3gal3"
"Sfxn5"
"Rere"
"Cse1l"
"Igip"
"Ppara"
"Nrip1"
"Arl3"
"Hspd1"
"Farp1"
"Cnot4"
"Zfp207"
"Maip1"
"Tgfbrap1"
"Msi2"
"Khdrbs3"
"Tgfbr2"
"Sbno1"
"Rarg"
"Furin"
"Actr5"
"Fbxl17"
"Ndufaf2"
"Zcchc7"
"Dnajc19"
"Stab1"
"Cul9"
"Pbrm1"
"Nosip"
"Adgrl2"
"Pepd"
"Cdk2ap1"
"Hp"
"Gigyf1"
"Sowahc"
"Ap2b1"
"Rcbtb1"
"Slc25a12"
"Rprd2"
"Rpsa"
"Naga"
"Borcs7"
"Srebf1"
"Pes1"
"Glyctk"
"Prrg2"
"Nt5c2"
"Atxn7l3b"
"Cadm3"
"Kdm4a"
"Myo18a"
"Jmjd1c"
"Mdm4"
"Stau1"
"Cnppd1"
"Zkscan3"
"Cyb561d2"
"Tkt"
"Nup205"
"Hspa9"
"Ddhd2"
"Gne"
"Pcmtd1"
"Mcm9"
"Epn2"
"Trim8"
"Htt"
"Retreg2"
"Pdxdc1"
"Pccb"
"Traf5"
"Coq10b"
"Rora"
"Agtpbp1"
"5730455P16Rik"
"Prr12"
"Bcar3"
"Cisd2"
"Cdc42"
"Kmt5a"
"Gatad2a"
"Nek4"
"Bag5"
"Dnajc11"
"Lsm1"
"Lsm5"
"Zfp318"
"Cdh5"
"Brd2"
"Cyb561d1"
"Cul1"
"Asf1a"
"Kmt2e"
"Dhx15"
"Atrx"
"Chn2"
"Ndufa10"
"Prlr"
"Ppdpf"
"Nucb2"
"Wbp1l"
"Unc119b"
"Fam53c"
"Rabgap1l"
"Zfp322a"
"Cyp17a1"
"Exoc4"
"Rmi1"
"Plpp5"
"Thrb"
"Gpd2"
"Dcaf6"
"Tpra1"
"Atp6v0b"
"Itih4"
"Txnl1"
"Mlec"
"Cebpz"
"Tcaim"
"H2-DMa"
"Ctss"
"Plekho1"
"Fbxo21"
"Ppp2r2a"
"Alg14"
"Tmx2"
"Gnl3"
"Xpo7"
"Zfp664"
"Wwox"
"AI597479"
"Mau2"
"Nat8"
"Sufu"
"Tle1"
"Naprt"
"Nsd3"
"Rap1a"
"Arl6ip4"
"Cetn3"
"Map4"
"R3hdm2"
"Nde1"
"Ctnnd1"
"Zdhhc5"
"Sfmbt1"
"Psma4"
"Stim2"
"Fads2"
"Nt5dc2"
"Pex12"
"Casd1"
"Ube2d3"
"Ago4"
"Creb1"
"Cwf19l1"
"Abcb4"
"Arid1b"
"Arsb"
"Bbs9"
"Dhcr24"
"Dmd"
"Dnaaf5"
"Dym"
"Exoc6b"
"Fars2"
"Fbp1"
"Galm"
"Glb1"
"Gphn"
"Gss"
"Gys2"
"Kank1"
"Kit"
"Kmt5b"
"Lrba"
"Mecp2"
"Myo1e"
"Nbas"
"Pdss1"
"Pign"
"Pnpt1"
"Pten"
"Rbpj"
"Slc2a9"
"Smoc2"
"Tet3"
"Zmynd11"
"Ston2"
"Fnbp1l"
"Pitpnm2"
"Dennd4a"
"Dysf"
"Clta"
"Trim27"
"Itih1"
"Dcp1b"
"Seh1l"
"Rbm6"
"Rbks"
"Ctnna1"
"Sec11a"
"Setd6"
"Sh2b1"
"Nr1d2"
"Kmt2d"
"Slc45a4"
"Tars2"
"H2-Ab1"
"Ppp1r16a"
"Fads1"
"Zdhhc21"
"Arfgef2"
"Rps26"
"Fbxl8"
"Xrcc3"
"Rb1cc1"
"Trio"
"Macrod1"
"Szt2"
"Rai1"
"Selenoh"
"Mpc2"
"Fam98b"
"Psmd6"
"H2-Aa"
"Taok2"
"Ccdc90b"
"Casp1"
"Cystm1"
"Lima1"
"Bag4"
"Hfe"
"Sugp1"
"Srr"
"Gpd1l"
"Rassf1"
"Herc1"
"Smdt1"
"Coro7"
"Dnajb4"
"Hat1"
"Rrn3"
"Pah"
"Polr3g"
"Mindy2"
"Hip1r"
"Zscan12"
"Mindy1"
"Kctd10"
"Rc3h1"
"Mettl15"
"Suox"
"Nemp1"
"Wdr82"
"Glt8d1"
"Slc25a38"
"Harbi1"
"Kifc2"
"Fgfr1"
"Ndufa6"
"Mblac2"
"Ago1"
"Babam2"
"Ube3b"
"Ckb"
"Twf2"
"Arl5b"
"Fahd2a"
"Hapln4"
"Tmem219"
"Cd53"
"Dcaf1"
"Marf1"
"Mfap3"
"Nsf"
"Avl9"
"Sfxn2"
"Wdr73"
"Tbcb"
"Ppm1m"
"Lrp1"
"Ndufa13"
"Clcn6"
"Ppp2r3a"
"Mcm2"
"Mfsd13a"
"Tm6sf2"
"Mark2"
"Tmem243"
"Scaf1"
"Mtmr2"
"5730409E04Rik"
"Ndufaf7"
"Esrp2"
"2210016F16Rik"
"Ggnbp2"
"Fkbp4"
"Ntan1"
"L3mbtl2"
"Slc12a2"
"Golph3l"
"Zbtb34"
"Arpc3"
"Tufm"
"Abcc10"
"Foxn2"
"Mbtps1"
"Cyp7b1"
"Dcp1a"
"Hnrnpk"
"Spcs1"
"Psmd11"
"Pycrl"
"Efl1"
"Dync1i2"
"Ckap5"
"Serpinc1"
"Cish"
"Med19"
"Gpbp1"
"Gpn3"
"P2rx4"
"Hsbp1l1"
"Thyn1"
"Zfyve21"
"Ercc8"
"Ptp4a1"
"Ipo13"
"Hykk"
"Atxn2l"
"Rbm5"
"Nkiras1"
"Chrna2"
"Psma5"
"Metap1d"
"Gabpb2"
"Vps37b"
"Itfg2"
"Slc22a7"
"Prkag1"
"Mapk3"
"Slc38a7"
"Eny2"
"Ndufa2"
"Cox14"
"Dnajb6"
"Trp53i11"
"Naa40"
"Gnb2"
"Samd9l"
"Hpf1"
"Dars2"
"Plxnb2"
"Pskh1"
"Fam216a"
"Dnph1"
"Phf2"
"Drg2"
"Clp1"
"Ndufa4l2"
"Anapc7"
"Cpped1"
"Ppp1r18"
"Git2"
"Ccnh"
"Rhno1"
"Rasa1"
"Dhx38"
"Pde8a"
"Stat6"
"Ambra1"
"Tcn2"
"Actr1a"
"Cep57l1"
"Mdfic"
"Cebpzos"
"Prmt5"
"Arhgap1"
"Hemk1"
"Nelfe"
"Acad8"
"Manba"
"Angptl2"
"Hyal2"
"Ino80e"
"Polg"
"Socs4"
"Mkln1"
"Mustn1"
"C2"
"Bloc1s2"
"Amigo1"
"Pura"
"Zbtb37"
"Rcn1"
"H2-Eb1"
"Vps13c"
"Gpd1"
"Rras"
"Nudt1"
"Ogfod2"
"Nprl2"
"Dhodh"
"Tbrg1"
"Notch4"
"Rad54l2"
"Esam"
"Lrp4"
"Prmt7"
"Chuk"
"Gnai2"
"Rft1"
"Mmab"
"Syne2"
"Clic1"
"Slc35e1"
"Gkap1"
"Eloa"
"Map1lc3b"
"Gpt"
"Nomo1"
"Mrm2"
"Lgals9"
"Lemd2"
"Sap30l"
"Gcfc2"
"Dlst"
"Ecm1"
"Ifrd2"
"Ikbip"
"Nmd3"
"Manf"
"Myrf"
"Slc25a3"
"Lcat"
"Pptc7"
"Ago3"
"Erbb3"
"Vps26b"
"Ddx20"
"Klhl20"
"Uqcc2"
"Mrps15"
"Mrpl19"
"Txnl4b"
"Grap"
"Prkacb"
"Ncapd3"
"Rasal2"
"Wdr55"
"Sort1"
"Zscan26"
"Rps17"
"Tnxb"
"Gmip"
"Plbd1"
"Rab11a"
"Slc7a6os"
"Fubp1"
"Cebpg"
"Trmt61a"
"Rbm15b"
"Pop7"
"Smarcd1"
"Neu1"
"Dgkz"
"Cdc42se1"
"Ppp2r3c"
"Rps19bp1"
"Usp33"
"Gnl1"
"BC028528"
"Vars"
"Cdk1"
"Cox8a"
"Atg13"
"Zfand2b"
"Rtp3"
"Fbxo11"
"Lgals3"
"Myo19"
"Smarcc1"
"Vars2"
"Adgrl4"
"F2"
"Gstm4"
"Zzz3"
"Arnt"
"Cfb"
"Atf4"
"Epm2aip1"
"Dus2"
"Pex10"
"Rasip1"
"Ints14"
"Eif3c"
"Dhrs11"
"Bcl2l12"
"Rps13"
"Myo1d"
"Sesn1"
"Ajuba"
"Atf6b"
"Dhx30"
"Lsm10"
"Atat1"
"Akap10"
"Cherp"
"Stk40"
"Vps29"
"Slc12a4"
"Anp32e"
"Cdip1"
"Phf1"
"Bcl7a"
"Nck1"
"Spr"
"Mvk"
"Rpl15"
"Fen1"
"Ddx27"
"Arsa"
"Nmral1"
"Braf"
"Ik"
"Abcb6"
"Tk2"
"Trim39"
"Fbxo31"
"Pik3c2b"
"Cuta"
"Slc17a3"
"Nfkb1"
"Med8"
"Cnn3"
"Psma6"
"Sav1"
"Ube3c"
"Dph2"
"Chic2"
"Abtb1"
"Pid1"
"Gtf2h4"
"Ralgapa2"
"Uaca"
"Smpd2"
"Vti1a"
"Elovl1"
"Aspg"
"Lars2"
"Crk"
"Hacd3"
"Sec13"
"Rab5b"
"Sirpa"
"Polr2i"
"Mrps21"
"Otub1"
"Zbtb24"
"Znfx1"
"Gltp"
"Phf7"
"Ebpl"
"Emp2"
"Alas1"
"Xrn2"
"Ncoa5"
"Stk19"
"Abhd17a"
"Nhej1"
"Srp54a"
"Haus4"
"Mon1a"
"Hirip3"
"Tmem258"
"Ylpm1"
"Dab2ip"
"Cdpf1"
"Zfp39"
"Slc39a3"
"Tbc1d1"
"Slc17a2"
"Lrif1"
"Dpp8"
"Lrrc14"
"Mthfd1"
"Bdh2"
"Rabep2"
"Ptpn2"
"L3mbtl3"
"Ankrd13a"
"C030006K11Rik"
"Me1"
"Slc17a1"
"Psmb10"
"Tfb1m"
"Rpp21"
"2310061I04Rik"
"Cmtm4"
"Mfsd1"
"Psmd14"
"Dennd3"
"Zmat2"
"Cd82"
"Sra1"
"Pla2g15"
"Shank2"
